"adm1","adm2","hf","month","year","test","test_u5","test_ov5","test_rdt","test_rdt_u5","test_rdt_ov5","test_mic","test_mic_u5","test_mic_ov5","conf","conf_u5","conf_ov5","conf_rdt","conf_rdt_u5","conf_rdt_ov5","conf_mic","conf_mic_u5","conf_mic_ov5"
"West","Kokam",42,"Jan",2018,361,179,182,270,179,91,91,60,31,199,94,105,195,93,102,4,2,2
"West","Kokam",42,"Feb",2018,419,205,214,333,204,129,86,53,33,299,136,163,292,135,157,7,3,4
"West","Kokam",42,"Mar",2018,106,53,53,90,52,38,16,9,7,58,25,33,56,25,31,2,1,1
"West","Kokam",42,"Apr",2018,247,124,123,202,123,79,45,27,18,203,85,118,199,85,114,4,2,2
"West","Kokam",42,"May",2018,304,151,153,251,150,101,53,32,21,213,99,114,210,99,111,3,1,2
"West","Kokam",42,"Jun",2018,77,38,39,59,38,21,18,12,6,40,18,22,39,18,21,1,0,1
"West","Kokam",42,"Jul",2018,588,289,299,457,288,169,131,83,48,496,252,244,479,252,227,17,9,8
"West","Kokam",42,"Aug",2018,691,322,369,607,322,285,84,45,39,540,202,338,534,201,333,6,2,4
"West","Kokam",42,"Sep",2018,247,117,130,201,117,84,46,27,19,210,86,124,208,86,122,2,1,1
"West","Kokam",42,"Oct",2018,509,244,265,377,244,133,132,86,46,351,155,196,341,155,186,10,5,5
"West","Kokam",42,"Nov",2018,280,138,142,204,136,68,76,51,25,241,107,134,234,107,127,7,3,4
"West","Kokam",42,"Dec",2018,599,301,298,410,296,114,189,136,53,484,258,226,478,258,220,6,3,3
"Central","Yagoloko",43,"Jan",2018,25,11,14,18,11,7,7,4,3,17,7,10,15,6,9,2,1,1
"Central","Yagoloko",43,"Feb",2018,166,80,86,144,76,68,22,12,10,105,36,69,97,34,63,8,3,5
"Central","Yagoloko",43,"Mar",2018,122,57,65,97,54,43,25,14,11,93,34,59,85,32,53,8,3,5
"Central","Yagoloko",43,"Apr",2018,552,260,292,441,249,192,111,63,48,351,159,192,330,152,178,21,10,11
"Central","Yagoloko",43,"May",2018,508,250,258,400,243,157,108,66,42,236,103,133,224,101,123,12,5,7
"Central","Yagoloko",43,"Jun",2018,312,146,166,242,137,105,70,40,30,198,86,112,180,81,99,18,8,10
"Central","Yagoloko",43,"Jul",2018,294,135,159,244,130,114,50,27,23,179,60,119,173,59,114,6,2,4
"Central","Yagoloko",43,"Aug",2018,545,246,299,524,242,282,21,10,11,264,89,175,257,87,170,7,2,5
"Central","Yagoloko",43,"Sep",2018,313,139,174,294,136,158,19,9,10,164,50,114,158,49,109,6,2,4
"Central","Yagoloko",43,"Oct",2018,555,224,331,555,220,335,0,0,0,431,102,329,413,99,314,18,4,14
"Central","Yagoloko",43,"Nov",2018,722,313,409,709,293,416,13,5,8,589,170,419,549,159,390,40,12,28
"Central","Yagoloko",43,"Dec",2018,244,111,133,235,109,126,9,4,5,194,63,131,186,62,124,8,3,5
"Plains","Bonmi",44,"Jan",2018,284,138,146,207,138,69,77,51,26,195,89,106,194,88,106,1,0,1
"Plains","Bonmi",44,"Feb",2018,186,92,94,130,91,39,56,39,17,59,26,33,59,26,33,0,0,0
"Plains","Bonmi",44,"Mar",2018,309,153,156,217,152,65,92,64,28,216,95,121,215,94,121,1,0,1
"Plains","Bonmi",44,"Apr",2018,115,56,59,97,56,41,18,10,8,80,32,48,80,33,47,0,0,0
"Plains","Bonmi",44,"May",2018,466,227,239,401,226,175,65,37,28,294,117,177,293,117,176,1,0,1
"Plains","Bonmi",44,"Jun",2018,253,122,131,207,122,85,46,27,19,171,72,99,171,72,99,0,0,0
"Plains","Bonmi",44,"Jul",2018,432,206,226,365,205,160,67,38,29,313,140,173,312,139,173,1,0,1
"Plains","Bonmi",44,"Aug",2018,315,141,174,290,140,150,25,12,13,217,67,150,216,67,149,1,0,1
"Plains","Bonmi",44,"Sep",2018,395,181,214,319,181,138,76,43,33,316,115,201,315,115,200,1,0,1
"Plains","Bonmi",44,"Oct",2018,369,172,197,289,171,118,80,47,33,324,139,185,323,139,184,1,0,1
"Plains","Bonmi",44,"Nov",2018,440,207,233,342,206,136,98,59,39,303,130,173,302,129,173,1,0,1
"Plains","Bonmi",44,"Dec",2018,848,416,432,617,411,206,231,154,77,617,299,318,615,298,317,2,1,1
"Plains","Zikishi",45,"Jan",2018,163,83,80,114,81,33,49,35,14,107,55,52,103,55,48,4,2,2
"Plains","Zikishi",45,"Feb",2018,231,118,113,163,116,47,68,49,19,160,82,78,159,82,77,1,1,0
"Plains","Zikishi",45,"Mar",2018,177,91,86,126,88,38,51,36,15,85,42,43,84,42,42,1,0,1
"Plains","Zikishi",45,"Apr",2018,158,79,79,124,77,47,34,21,13,74,31,43,74,31,43,0,0,0
"Plains","Zikishi",45,"May",2018,210,105,105,164,104,60,46,29,17,193,85,108,192,85,107,1,0,1
"Plains","Zikishi",45,"Jun",2018,357,177,180,293,168,125,64,37,27,244,111,133,242,111,131,2,1,1
"Plains","Zikishi",45,"Jul",2018,237,118,119,180,117,63,57,37,20,165,94,71,165,94,71,0,0,0
"Plains","Zikishi",45,"Aug",2018,267,133,134,206,127,79,61,38,23,193,85,108,192,84,108,1,0,1
"Plains","Zikishi",45,"Sep",2018,538,272,266,348,260,88,190,142,48,423,226,197,421,224,197,2,1,1
"Plains","Zikishi",45,"Oct",2018,435,222,213,279,220,59,156,123,33,334,183,151,333,182,151,1,1,0
"Plains","Zikishi",45,"Nov",2018,375,194,181,253,193,60,122,93,29,324,168,156,323,168,155,1,1,0
"Plains","Zikishi",45,"Dec",2018,706,367,339,457,365,92,249,199,50,411,245,166,410,244,166,1,1,0
"East","Yorolesse",46,"Jan",2018,936,470,466,783,459,324,153,90,63,544,262,282,532,260,272,12,6,6
"East","Yorolesse",46,"Feb",2018,164,83,81,141,83,58,23,14,9,81,39,42,81,39,42,0,0,0
"East","Yorolesse",46,"Mar",2018,73,36,37,61,36,25,12,7,5,60,26,34,60,26,34,0,0,0
"East","Yorolesse",46,"Apr",2018,240,122,118,228,122,106,12,6,6,103,42,61,103,42,61,0,0,0
"East","Yorolesse",46,"May",2018,264,153,111,236,152,84,28,18,10,223,82,141,222,81,141,1,0,1
"East","Yorolesse",46,"Jun",2018,162,81,81,162,79,83,0,0,0,75,33,42,74,32,42,1,0,1
"East","Yorolesse",46,"Jul",2018,296,148,148,254,147,107,42,24,18,237,137,100,236,136,100,1,1,0
"East","Yorolesse",46,"Aug",2018,358,179,179,343,178,165,15,8,7,322,147,175,320,146,174,2,1,1
"East","Yorolesse",46,"Sep",2018,447,220,227,347,218,129,100,63,37,352,170,182,350,168,182,2,1,1
"East","Yorolesse",46,"Oct",2018,205,102,103,154,102,52,51,34,17,167,84,83,166,83,83,1,1,0
"East","Yorolesse",46,"Nov",2018,166,82,84,128,82,46,38,24,14,93,45,48,93,45,48,0,0,0
"East","Yorolesse",46,"Dec",2018,379,190,189,282,189,93,97,65,32,270,138,132,269,138,131,1,1,0
"North Coast","Lalaba",47,"Jan",2018,311,159,152,197,158,39,114,91,23,207,115,92,202,115,87,5,3,2
"North Coast","Lalaba",47,"Feb",2018,171,87,84,116,87,29,55,41,14,68,34,34,66,33,33,2,1,1
"North Coast","Lalaba",47,"Mar",2018,293,148,145,205,148,57,88,63,25,222,106,116,215,106,109,7,3,4
"North Coast","Lalaba",47,"Apr",2018,136,70,66,101,70,31,35,24,11,97,43,54,95,43,52,2,1,1
"North Coast","Lalaba",47,"May",2018,105,53,52,79,53,26,26,17,9,67,28,39,65,28,37,2,1,1
"North Coast","Lalaba",47,"Jun",2018,184,92,92,135,92,43,49,33,16,139,63,76,138,63,75,1,0,1
"North Coast","Lalaba",47,"Jul",2018,724,360,364,555,359,196,169,109,60,473,231,242,462,230,232,11,5,6
"North Coast","Lalaba",47,"Aug",2018,288,135,153,250,135,115,38,20,18,207,78,129,204,77,127,3,1,2
"North Coast","Lalaba",47,"Sep",2018,828,393,435,623,392,231,205,129,76,640,262,378,633,262,371,7,3,4
"North Coast","Lalaba",47,"Oct",2018,215,103,112,159,103,56,56,36,20,191,81,110,190,81,109,1,0,1
"North Coast","Lalaba",47,"Nov",2018,1333,661,672,958,660,298,375,258,117,1045,475,570,1032,474,558,13,6,7
"North Coast","Lalaba",47,"Dec",2018,259,131,128,159,131,28,100,82,18,165,95,70,164,95,69,1,1,0
"West","Yenagbo",48,"Jan",2018,61,29,32,50,29,21,11,6,5,42,17,25,41,17,24,1,0,1
"West","Yenagbo",48,"Feb",2018,417,198,219,327,197,130,90,54,36,218,82,136,212,81,131,6,2,4
"West","Yenagbo",48,"Mar",2018,250,120,130,228,118,110,22,11,11,155,58,97,150,56,94,5,2,3
"West","Yenagbo",48,"Apr",2018,422,202,220,349,199,150,73,42,31,157,53,104,152,51,101,5,2,3
"West","Yenagbo",48,"May",2018,82,40,42,67,39,28,15,9,6,51,19,32,49,18,31,2,1,1
"West","Yenagbo",48,"Jun",2018,300,143,157,233,141,92,67,40,27,241,92,149,232,90,142,9,4,5
"West","Yenagbo",48,"Jul",2018,128,61,67,100,60,40,28,17,11,77,38,39,75,38,37,2,1,1
"West","Yenagbo",48,"Aug",2018,645,292,353,643,287,356,2,1,1,403,130,273,397,128,269,6,2,4
"West","Yenagbo",48,"Sep",2018,734,333,401,690,329,361,44,21,23,590,191,399,576,188,388,14,5,9
"West","Yenagbo",48,"Oct",2018,308,136,172,258,134,124,50,26,24,152,51,101,149,51,98,3,1,2
"West","Yenagbo",48,"Nov",2018,123,55,68,108,54,54,15,8,7,93,30,63,91,29,62,2,1,1
"West","Yenagbo",48,"Dec",2018,594,283,311,473,281,192,121,72,49,449,217,232,440,215,225,9,4,5
"Central","Winnedua",49,"Jan",2018,587,277,310,434,271,163,153,96,57,393,172,221,378,169,209,15,7,8
"Central","Winnedua",49,"Feb",2018,127,61,66,81,59,22,46,34,12,113,52,61,108,51,57,5,2,3
"Central","Winnedua",49,"Mar",2018,179,86,93,123,84,39,56,38,18,147,64,83,137,62,75,10,5,5
"Central","Winnedua",49,"Apr",2018,216,106,110,152,101,51,64,43,21,104,51,53,98,50,48,6,3,3
"Central","Winnedua",49,"May",2018,258,125,133,186,121,65,72,47,25,147,76,71,139,74,65,8,4,4
"Central","Winnedua",49,"Jun",2018,224,110,114,158,108,50,66,45,21,162,82,80,154,81,73,8,4,4
"Central","Winnedua",49,"Jul",2018,548,265,283,410,259,151,138,87,51,419,204,215,404,201,203,15,7,8
"Central","Winnedua",49,"Aug",2018,307,141,166,247,139,108,60,34,26,233,91,142,227,90,137,6,2,4
"Central","Winnedua",49,"Sep",2018,679,316,363,571,310,261,108,59,49,539,219,320,517,215,302,22,9,13
"Central","Winnedua",49,"Oct",2018,446,200,246,376,198,178,70,37,33,305,113,192,296,112,184,9,3,6
"Central","Winnedua",49,"Nov",2018,553,254,299,511,249,262,42,20,22,394,139,255,380,137,243,14,5,9
"Central","Winnedua",49,"Dec",2018,698,333,365,592,327,265,106,59,47,478,200,278,464,196,268,14,6,8
"East","Mabangata",50,"Jan",2018,178,90,88,126,90,36,52,37,15,158,81,77,155,81,74,3,2,1
"East","Mabangata",50,"Feb",2018,73,37,36,53,37,16,20,14,6,43,22,21,42,22,20,1,1,0
"East","Mabangata",50,"Mar",2018,105,53,52,80,53,27,25,16,9,66,32,34,65,32,33,1,0,1
"East","Mabangata",50,"Apr",2018,312,155,157,230,154,76,82,55,27,179,86,93,176,86,90,3,1,2
"East","Mabangata",50,"May",2018,146,72,74,107,71,36,39,26,13,122,60,62,118,59,59,4,2,2
"East","Mabangata",50,"Jun",2018,200,98,102,143,97,46,57,39,18,155,78,77,151,77,74,4,2,2
"East","Mabangata",50,"Jul",2018,227,112,115,154,112,42,73,53,20,152,91,61,150,91,59,2,1,1
"East","Mabangata",50,"Aug",2018,69,34,35,49,33,16,20,14,6,53,27,26,53,27,26,0,0,0
"East","Mabangata",50,"Sep",2018,167,83,84,110,82,28,57,43,14,116,65,51,115,65,50,1,1,0
"East","Mabangata",50,"Oct",2018,397,200,197,257,198,59,140,108,32,256,144,112,252,143,109,4,2,2
"East","Mabangata",50,"Nov",2018,654,332,322,420,326,94,234,182,52,546,291,255,536,289,247,10,5,5
"East","Mabangata",50,"Dec",2018,467,229,238,304,226,78,163,121,42,334,179,155,328,178,150,6,3,3
"North Coast","Buseli",51,"Jan",2018,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"North Coast","Buseli",51,"Feb",2018,275,137,138,200,137,63,75,51,24,169,82,87,168,81,87,1,0,1
"North Coast","Buseli",51,"Mar",2018,118,59,59,89,59,30,29,19,10,67,30,37,66,30,36,1,0,1
"North Coast","Buseli",51,"Apr",2018,243,121,122,198,120,78,45,27,18,162,71,91,161,71,90,1,0,1
"North Coast","Buseli",51,"May",2018,203,102,101,158,102,56,45,29,16,91,41,50,90,41,49,1,0,1
"North Coast","Buseli",51,"Jun",2018,193,96,97,154,96,58,39,24,15,125,56,69,124,56,68,1,0,1
"North Coast","Buseli",51,"Jul",2018,348,170,178,281,170,111,67,41,26,274,141,133,268,141,127,6,3,3
"North Coast","Buseli",51,"Aug",2018,194,90,104,167,90,77,27,14,13,180,68,112,179,68,111,1,0,1
"North Coast","Buseli",51,"Sep",2018,740,345,395,539,345,194,201,129,72,513,211,302,510,211,299,3,1,2
"North Coast","Buseli",51,"Oct",2018,117,55,62,77,55,22,40,28,12,102,47,55,102,47,55,0,0,0
"North Coast","Buseli",51,"Nov",2018,81,38,43,53,38,15,28,20,8,54,22,32,54,23,31,0,0,0
"North Coast","Buseli",51,"Dec",2018,519,263,256,328,263,65,191,153,38,336,187,149,334,186,148,2,1,1
"West","Kokam",52,"Jan",2018,93,46,47,70,46,24,23,15,8,35,17,18,34,16,18,1,0,1
"West","Kokam",52,"Feb",2018,145,71,74,115,71,44,30,18,12,100,45,55,98,45,53,2,1,1
"West","Kokam",52,"Mar",2018,316,157,159,268,156,112,48,28,20,194,84,110,189,83,106,5,2,3
"West","Kokam",52,"Apr",2018,146,73,73,120,73,47,26,16,10,91,38,53,89,38,51,2,1,1
"West","Kokam",52,"May",2018,91,45,46,75,45,30,16,10,6,63,29,34,62,29,33,1,0,1
"West","Kokam",52,"Jun",2018,261,129,132,199,128,71,62,40,22,238,109,129,231,108,123,7,3,4
"West","Kokam",52,"Jul",2018,279,137,142,217,137,80,62,39,23,227,115,112,219,115,104,8,4,4
"West","Kokam",52,"Aug",2018,762,355,407,669,355,314,93,49,44,659,246,413,652,246,406,7,3,4
"West","Kokam",52,"Sep",2018,222,105,117,181,106,75,41,24,17,154,63,91,152,63,89,2,1,1
"West","Kokam",52,"Oct",2018,552,265,287,408,264,144,144,93,51,391,173,218,380,172,208,11,5,6
"West","Kokam",52,"Nov",2018,275,135,140,201,134,67,74,49,25,199,88,111,193,88,105,6,3,3
"West","Kokam",52,"Dec",2018,475,239,236,325,234,91,150,108,42,393,210,183,388,209,179,5,3,2
"North Coast","Lalaba",53,"Jan",2018,430,219,211,273,219,54,157,126,31,317,176,141,309,175,134,8,5,3
"North Coast","Lalaba",53,"Feb",2018,418,213,205,283,213,70,135,102,33,304,151,153,297,150,147,7,4,3
"North Coast","Lalaba",53,"Mar",2018,115,58,57,80,58,22,35,25,10,42,20,22,41,20,21,1,0,1
"North Coast","Lalaba",53,"Apr",2018,443,227,216,328,226,102,115,79,36,301,135,166,294,134,160,7,3,4
"North Coast","Lalaba",53,"May",2018,175,89,86,132,89,43,43,29,14,149,62,87,145,62,83,4,2,2
"North Coast","Lalaba",53,"Jun",2018,102,51,51,75,51,24,27,18,9,58,26,32,57,26,31,1,0,1
"North Coast","Lalaba",53,"Jul",2018,1135,564,571,870,562,308,265,171,94,747,365,382,729,364,365,18,9,9
"North Coast","Lalaba",53,"Aug",2018,225,105,120,195,105,90,30,16,14,183,69,114,180,68,112,3,1,2
"North Coast","Lalaba",53,"Sep",2018,528,250,278,398,250,148,130,82,48,366,150,216,362,150,212,4,2,2
"North Coast","Lalaba",53,"Oct",2018,207,99,108,153,99,54,54,35,19,155,66,89,154,66,88,1,0,1
"North Coast","Lalaba",53,"Nov",2018,1248,619,629,897,618,279,351,242,109,914,415,499,902,414,488,12,6,6
"North Coast","Lalaba",53,"Dec",2018,168,85,83,103,85,18,65,54,11,151,87,64,150,87,63,1,1,0
"East","Yorolesse",54,"Jan",2018,223,112,111,186,109,77,37,22,15,78,38,40,76,37,39,2,1,1
"East","Yorolesse",54,"Feb",2018,20,10,10,17,10,7,3,2,1,10,5,5,10,5,5,0,0,0
"East","Yorolesse",54,"Mar",2018,213,106,107,178,106,72,35,21,14,167,71,96,166,71,95,1,0,1
"East","Yorolesse",54,"Apr",2018,412,210,202,392,210,182,20,11,9,200,82,118,199,81,118,1,0,1
"East","Yorolesse",54,"May",2018,127,73,54,113,73,40,14,9,5,61,22,39,61,22,39,0,0,0
"East","Yorolesse",54,"Jun",2018,164,82,82,164,80,84,0,0,0,113,49,64,112,49,63,1,0,1
"East","Yorolesse",54,"Jul",2018,124,62,62,106,61,45,18,10,8,67,39,28,67,39,28,0,0,0
"East","Yorolesse",54,"Aug",2018,421,211,210,404,209,195,17,9,8,326,149,177,324,148,176,2,1,1
"East","Yorolesse",54,"Sep",2018,389,191,198,302,190,112,87,55,32,275,133,142,273,131,142,2,1,1
"East","Yorolesse",54,"Oct",2018,679,337,342,510,336,174,169,111,58,529,265,264,527,264,263,2,1,1
"East","Yorolesse",54,"Nov",2018,341,169,172,263,168,95,78,50,28,255,124,131,254,124,130,1,0,1
"East","Yorolesse",54,"Dec",2018,517,259,258,385,258,127,132,88,44,390,200,190,388,199,189,2,1,1
"North Coast","Yumka",55,"Jan",2018,257,124,133,186,123,63,71,47,24,181,82,99,181,82,99,0,0,0
"North Coast","Yumka",55,"Feb",2018,56,27,29,42,27,15,14,9,5,52,24,28,52,24,28,0,0,0
"North Coast","Yumka",55,"Mar",2018,146,72,74,115,72,43,31,19,12,77,33,44,77,33,44,0,0,0
"North Coast","Yumka",55,"Apr",2018,385,190,195,305,190,115,80,50,30,235,98,137,235,98,137,0,0,0
"North Coast","Yumka",55,"May",2018,167,83,84,134,82,52,33,20,13,123,48,75,122,48,74,1,0,1
"North Coast","Yumka",55,"Jun",2018,121,58,63,94,58,36,27,17,10,70,30,40,70,30,40,0,0,0
"North Coast","Yumka",55,"Jul",2018,110,53,57,87,53,34,23,14,9,73,38,35,73,38,35,0,0,0
"North Coast","Yumka",55,"Aug",2018,242,108,134,213,107,106,29,15,14,201,57,144,201,57,144,0,0,0
"North Coast","Yumka",55,"Sep",2018,589,274,315,454,272,182,135,81,54,518,207,311,517,207,310,1,0,1
"North Coast","Yumka",55,"Oct",2018,419,200,219,313,199,114,106,67,39,307,134,173,307,134,173,0,0,0
"North Coast","Yumka",55,"Nov",2018,344,168,176,256,167,89,88,58,30,306,121,185,305,121,184,1,0,1
"North Coast","Yumka",55,"Dec",2018,229,113,116,159,113,46,70,50,20,134,69,65,134,69,65,0,0,0
"Central","Niaya",56,"Jan",2018,423,196,227,325,189,136,98,57,41,250,102,148,232,98,134,18,8,10
"Central","Niaya",56,"Feb",2018,168,81,87,134,78,56,34,20,14,120,50,70,115,48,67,5,2,3
"Central","Niaya",56,"Mar",2018,314,148,166,278,142,136,36,18,18,242,98,144,231,95,136,11,5,6
"Central","Niaya",56,"Apr",2018,300,144,156,231,137,94,69,41,28,199,91,108,190,88,102,9,4,5
"Central","Niaya",56,"May",2018,362,173,189,276,167,109,86,52,34,206,93,113,196,91,105,10,5,5
"Central","Niaya",56,"Jun",2018,490,235,255,374,228,146,116,71,45,269,122,147,262,121,141,7,3,4
"Central","Niaya",56,"Jul",2018,380,180,200,322,176,146,58,32,26,262,110,152,256,109,147,6,3,3
"Central","Niaya",56,"Aug",2018,702,319,383,579,307,272,123,65,58,527,197,330,518,195,323,9,3,6
"Central","Niaya",56,"Sep",2018,398,178,220,320,175,145,78,43,35,234,89,145,229,88,141,5,2,3
"Central","Niaya",56,"Oct",2018,1030,458,572,868,451,417,162,84,78,827,295,532,799,293,506,28,10,18
"Central","Niaya",56,"Nov",2018,1025,465,560,844,456,388,181,98,83,730,262,468,716,260,456,14,5,9
"Central","Niaya",56,"Dec",2018,909,425,484,706,411,295,203,118,85,737,299,438,700,288,412,37,15,22
"North Coast","Buseli",57,"Jan",2018,74,37,37,54,37,17,20,14,6,48,24,24,48,24,24,0,0,0
"North Coast","Buseli",57,"Feb",2018,234,117,117,170,116,54,64,44,20,194,94,100,193,93,100,1,0,1
"North Coast","Buseli",57,"Mar",2018,294,148,146,221,147,74,73,49,24,162,74,88,161,73,88,1,0,1
"North Coast","Buseli",57,"Apr",2018,93,46,47,76,46,30,17,10,7,20,9,11,20,9,11,0,0,0
"North Coast","Buseli",57,"May",2018,148,75,73,115,74,41,33,21,12,116,53,63,115,52,63,1,0,1
"North Coast","Buseli",57,"Jun",2018,266,133,133,213,132,81,53,33,20,148,66,82,147,66,81,1,0,1
"North Coast","Buseli",57,"Jul",2018,506,248,258,409,247,162,97,59,38,318,164,154,311,163,148,7,4,3
"North Coast","Buseli",57,"Aug",2018,514,238,276,443,238,205,71,38,33,481,181,300,478,181,297,3,1,2
"North Coast","Buseli",57,"Sep",2018,1356,632,724,987,631,356,369,236,133,944,388,556,938,388,550,6,2,4
"North Coast","Buseli",57,"Oct",2018,188,88,100,124,88,36,64,46,18,138,64,74,138,64,74,0,0,0
"North Coast","Buseli",57,"Nov",2018,438,206,232,285,205,80,153,110,43,307,127,180,305,127,178,2,1,1
"North Coast","Buseli",57,"Dec",2018,597,302,295,377,302,75,220,176,44,425,236,189,423,236,187,2,1,1
"West","Cadagudeey",58,"Jan",2018,440,215,225,262,211,51,178,143,35,345,165,180,337,165,172,8,4,4
"West","Cadagudeey",58,"Feb",2018,236,117,119,149,116,33,87,68,19,185,84,101,182,84,98,3,1,2
"West","Cadagudeey",58,"Mar",2018,297,149,148,198,149,49,99,74,25,185,88,97,182,88,94,3,1,2
"West","Cadagudeey",58,"Apr",2018,197,100,97,136,100,36,61,45,16,117,58,59,117,58,59,0,0,0
"West","Cadagudeey",58,"May",2018,122,60,62,81,60,21,41,30,11,65,31,34,65,31,34,0,0,0
"West","Cadagudeey",58,"Jun",2018,109,55,54,78,54,24,31,22,9,98,52,46,98,52,46,0,0,0
"West","Cadagudeey",58,"Jul",2018,429,211,218,271,211,60,158,123,35,362,203,159,361,203,158,1,1,0
"West","Cadagudeey",58,"Aug",2018,1228,588,640,903,588,315,325,212,113,800,339,461,796,338,458,4,2,2
"West","Cadagudeey",58,"Sep",2018,367,173,194,253,172,81,114,77,37,298,118,180,297,118,179,1,0,1
"West","Cadagudeey",58,"Oct",2018,162,77,85,108,77,31,54,39,15,103,47,56,102,47,55,1,0,1
"West","Cadagudeey",58,"Nov",2018,185,92,93,127,92,35,58,42,16,169,83,86,168,83,85,1,0,1
"West","Cadagudeey",58,"Dec",2018,696,353,343,454,353,101,242,188,54,558,322,236,550,322,228,8,5,3
"East","Dakoga",59,"Jan",2018,168,80,88,143,80,63,25,14,11,103,43,60,103,43,60,0,0,0
"East","Dakoga",59,"Feb",2018,147,72,75,118,71,47,29,18,11,115,47,68,114,46,68,1,0,1
"East","Dakoga",59,"Mar",2018,170,84,86,133,83,50,37,23,14,110,46,64,109,45,64,1,0,1
"East","Dakoga",59,"Apr",2018,506,248,258,453,246,207,53,29,24,257,105,152,255,104,151,2,1,1
"East","Dakoga",59,"May",2018,31,16,15,29,15,14,2,1,1,19,7,12,19,7,12,0,0,0
"East","Dakoga",59,"Jun",2018,44,21,23,42,21,21,2,1,1,13,5,8,13,5,8,0,0,0
"East","Dakoga",59,"Jul",2018,426,205,221,426,139,287,0,0,0,314,138,176,313,138,175,1,0,1
"East","Dakoga",59,"Aug",2018,384,174,210,376,173,203,8,4,4,310,101,209,309,101,208,1,0,1
"East","Dakoga",59,"Sep",2018,602,272,330,517,269,248,85,44,41,420,150,270,419,149,270,1,0,1
"East","Dakoga",59,"Oct",2018,78,36,42,62,36,26,16,9,7,64,23,41,64,23,41,0,0,0
"East","Dakoga",59,"Nov",2018,357,166,191,276,165,111,81,48,33,273,107,166,271,106,165,2,1,1
"East","Dakoga",59,"Dec",2018,252,122,130,208,121,87,44,26,18,168,70,98,167,70,97,1,0,1
"North Coast","Lalaba",60,"Jan",2018,331,169,162,210,168,42,121,97,24,248,138,110,242,137,105,6,3,3
"North Coast","Lalaba",60,"Feb",2018,527,269,258,356,268,88,171,129,42,380,188,192,371,187,184,9,5,4
"North Coast","Lalaba",60,"Mar",2018,277,140,137,194,140,54,83,60,23,183,88,95,177,87,90,6,3,3
"North Coast","Lalaba",60,"Apr",2018,360,184,176,267,184,83,93,64,29,207,93,114,202,92,110,5,2,3
"North Coast","Lalaba",60,"May",2018,180,91,89,136,91,45,44,30,14,128,54,74,125,54,71,3,1,2
"North Coast","Lalaba",60,"Jun",2018,183,92,91,134,91,43,49,33,16,104,47,57,103,47,56,1,0,1
"North Coast","Lalaba",60,"Jul",2018,150,74,76,115,74,41,35,23,12,112,55,57,109,54,55,3,1,2
"North Coast","Lalaba",60,"Aug",2018,761,356,405,659,355,304,102,55,47,604,226,378,595,226,369,9,3,6
"North Coast","Lalaba",60,"Sep",2018,595,282,313,448,282,166,147,92,55,444,182,262,439,181,258,5,2,3
"North Coast","Lalaba",60,"Oct",2018,570,273,297,421,273,148,149,96,53,466,198,268,464,198,266,2,1,1
"North Coast","Lalaba",60,"Nov",2018,191,95,96,137,94,43,54,37,17,97,44,53,96,44,52,1,0,1
"North Coast","Lalaba",60,"Dec",2018,118,60,58,72,59,13,46,38,8,95,54,41,94,54,40,1,1,0
"Plains","Madinbinda",61,"Jan",2018,77,39,38,60,38,22,17,11,6,31,15,16,31,15,16,0,0,0
"Plains","Madinbinda",61,"Feb",2018,81,40,41,63,41,22,18,12,6,65,30,35,65,30,35,0,0,0
"Plains","Madinbinda",61,"Mar",2018,93,46,47,74,46,28,19,12,7,50,22,28,50,22,28,0,0,0
"Plains","Madinbinda",61,"Apr",2018,184,90,94,166,90,76,18,10,8,120,46,74,119,45,74,1,0,1
"Plains","Madinbinda",61,"May",2018,219,105,114,198,105,93,21,11,10,162,60,102,162,60,102,0,0,0
"Plains","Madinbinda",61,"Jun",2018,82,40,42,68,40,28,14,8,6,31,14,17,31,14,17,0,0,0
"Plains","Madinbinda",61,"Jul",2018,656,326,330,455,326,129,201,144,57,493,281,212,488,281,207,5,3,2
"Plains","Madinbinda",61,"Aug",2018,497,240,257,390,240,150,107,66,41,349,152,197,346,152,194,3,1,2
"Plains","Madinbinda",61,"Sep",2018,667,326,341,486,324,162,181,121,60,545,246,299,535,245,290,10,5,5
"Plains","Madinbinda",61,"Oct",2018,726,362,364,590,361,229,136,83,53,591,269,322,584,269,315,7,3,4
"Plains","Madinbinda",61,"Nov",2018,613,307,306,479,306,173,134,86,48,447,204,243,443,203,240,4,2,2
"Plains","Madinbinda",61,"Dec",2018,370,187,183,262,187,75,108,77,31,234,128,106,231,127,104,3,2,1
"West","Yenagbo",62,"Jan",2018,166,80,86,137,78,59,29,17,12,61,25,36,59,24,35,2,1,1
"West","Yenagbo",62,"Feb",2018,463,220,243,363,218,145,100,60,40,232,88,144,226,86,140,6,2,4
"West","Yenagbo",62,"Mar",2018,148,71,77,135,70,65,13,7,6,93,35,58,90,34,56,3,1,2
"West","Yenagbo",62,"Apr",2018,241,115,126,199,114,85,42,24,18,155,52,103,150,51,99,5,2,3
"West","Yenagbo",62,"May",2018,102,50,52,83,49,34,19,11,8,72,26,46,70,26,44,2,1,1
"West","Yenagbo",62,"Jun",2018,401,191,210,312,189,123,89,54,35,147,56,91,141,55,86,6,2,4
